pub_time,requested_source,title,sample_rank,label,reason
2026-08-17 15:18:00,新浪财经,收评：创业板指涨3.14% 算力产业链相关板块均有较大幅度上涨,016601246eec8c6a5936fae3d7d92ffdfaa4b8849213a7fa99fed04b04536525,NOT_CATALYST,MARKET_RECAP
2025-09-15 10:12:00,新浪财经,模拟芯片，爆发！储能板块，大涨！,0370bd92d83ab53b9f54db05565f5cb9e3e6cde942c9d568544f781c2fb5a01b,NOT_CATALYST,MARKET_RECAP
2026-08-17 16:39:00,新浪财经,电科芯片聘任邹镇为董事会秘书 任期至本届董事会届满,03c303b4f61f66f5a3b6d5288b49d507f54491922393b22ee7628f1993141f29,NOT_CATALYST,ROUTINE_GOVERNANCE
2026-03-16 11:45:00,新浪财经,A股午评 | 多重因素交织扰动 指数分化沪指半日跌0.71% 存储芯片股活跃,04d1c3eed92465caa154d159aaa0a799c8ab97db4262ba89f680343d445ead01,NOT_CATALYST,MARKET_RECAP
2025-09-15 16:31:00,新浪财经,中邮证券-北方华创-002371-集成电路装备高增长，战略并购驱动全链技术协同-250915,04fb907a1e15da1a452a3b69e0329d1f37224035031d80f5004c3873bd60b8bd,NOT_CATALYST,BROKER_OPINION
2022-03-15 20:31:06,新浪财经,市值一日蒸发近60亿！预亏超8亿！“AI芯片第一股”怎么了？,09031a22c9daf8fa9a29144b285d8df57128bd4f847f965efd85606f6e5071a2,CATALYST_RELEVANT,DIRECT_COMPONENT_FUNDAMENTAL
2026-08-17 21:26:00,新浪财经,算力也是“硬通货” 农业银行打造“Token贷”“算力账”等金融产品和信贷评价模型,0a49b1f05168e35668df0530f5b95fe98863f8f6582c1b216e90506b68281e9e,NOT_CATALYST,SEMANTIC_COLLISION
2025-09-15 07:00:00,新浪财经,TCL科技大手笔合建295亿OLED项目   半导体显示业务持续完善占营收67.26%,0a9b372892e832b80b813574f947f22aca79ffe68dadd34b1e0e7ce72c303164,NOT_CATALYST,DISTANT_INDUSTRY_EXPOSURE
2026-08-17 13:36:00,新浪财经,多只美股ETF加仓中国芯片股，长鑫科技、兆易创新获海外资本增配,0ed7f8750e54ac4180123b15075a396a2fcb2af5b472367f0c7c859c46b9edf6,CATALYST_RELEVANT,SECTOR_CAPITAL_ALLOCATION
2025-09-15 18:19:00,新浪财经,中原证券-菲利华-300395-2025年中报点评：半导体军工需求回暖，电子石英布受益算力建设有望高成长-250915,0f5cfa68416d2eaadf299b2c944c2ed95b31494f3f31a1c98ade67b94a0546ab,NOT_CATALYST,BROKER_OPINION
2026-03-16 10:20:00,新浪财经,半导体又迎涨价潮，朗科科技20cm涨停,143c055e98c3414b14bf2a1a576e6847dfcd74bf77911d913566442cc9a77fa1,CATALYST_RELEVANT,INDUSTRY_PRICE_CHANGE
2022-03-15 17:44:37,新浪财经,科创板全国首例，紫晶存储案已由法院受理,14f2eef84be48d2ceef12e6fcbbb559036aa7f75fa2039a9059808a36124530a,NOT_CATALYST,SINGLE_NAME_LEGAL
2026-08-17 19:11:00,新浪财经,AI服务器需求增加带动离型膜扩产 洁美科技追加4.28亿元投建华北产研总部基地 | 速读公告,161f40b8aa9bb56a0cea35efa7ed032a4d887dcb5927e608ec7d79a6e9d4d5c9,CATALYST_RELEVANT,DEMAND_AND_CAPACITY
2025-09-15 15:55:00,新浪财经,国泰海通：海光开放互联总线 国产算力生态加速统一,186e4251d225161b3cf33d473a6d5773cbdfb0d4e13a871cd99e21722065cbc1,NOT_CATALYST,BROKER_OPINION
2026-03-16 15:40:00,新浪财经,A股超2700股上涨，半导体爆发，贵金属概念全线重挫，港股兆易创新飙涨16%,250d69c34b06684a5127a1a4baab9c6c113c9e714ace5885e66c8bd083532a7d,NOT_CATALYST,MARKET_RECAP
2026-08-17 16:41:00,新浪财经,【每日收评】创业板指震荡走高涨超3%，全市场逾百股涨停，半导体、算力硬件等科技赛道爆发,2b9cdbfb764fac461d18fee1294e6fb8161e185d414042679ddace0f7e955d23,NOT_CATALYST,MARKET_RECAP
2025-09-15 14:12:00,新浪财经,模拟芯片公司普涨：上海贝岭一字封板，圣邦股份午后涨停,2ce616cbf5d46641f25608b90949361e49b38db25b6758c4762877434326123c,NOT_CATALYST,MARKET_RECAP
2022-09-15 08:26:37,新浪财经,“越跌越买” 诺安基金“举牌”卓胜微 蔡嵩松逆势加仓意在芯卓半导体？,31cb17ea81094dee4d23b90565bc034f7c9c9bd6e99b75376a8d1d0212d754e8,CATALYST_RELEVANT,SECTOR_CAPITAL_ALLOCATION
2026-08-17 13:47:00,新浪财经,CPO板块集体爆发，太辰光20CM涨停，机构：AI基础设施从“算力堆叠”进入“互联效率竞争”新阶段,35e9316035861a94855537049bc0231b134118bafe855f9b131886fda00dc9b8,NOT_CATALYST,MARKET_RECAP
2026-08-17 19:36:00,新浪财经,A股放量普涨、科创50收涨4.14%，南方基金旗下司南投顾关注AI硬件反弹中的配置平衡,3725a8e47b9df880b1ccb19abf86a6dbc2a5d1864d19edc5be822636fa91d538,NOT_CATALYST,MARKET_RECAP
